Date,Open,High,Low,Close,Adj Close,Volume,high_roll_max,low_roll_min,head_shoulder_pattern,close_roll_max,close_roll_min,multiple_top_bottom_pattern,support,resistance,triangle_pattern,trend_high,trend_low,wedge_pattern,channel_pattern,double_pattern,slope,intercept,signal
2023-01-02,2353.649169921875,2380.416259765625,2351.98779296875,2377.554931640625,2369.185791015625,2658087,,,,,,,,,,,,,,,,,
2023-01-03,2367.540283203125,2374.878173828125,2351.61865234375,2360.15625,2351.848388671875,3829466,,,,,,,,,,,,,,,,,
2023-01-04,2360.110107421875,2363.848388671875,2320.421142578125,2324.620849609375,2316.438232421875,4632445,2380.416259765625,2320.421142578125,,2377.554931640625,2324.620849609375,,,-38067.783165872526,,-1.0,-1.0,,,,-17.398681640625185,2377.5549316406245,
2023-01-05,2329.189697265625,2341.096435546875,2311.191162109375,2320.46728515625,2312.29931640625,6818549,2374.878173828125,2311.191162109375,Head and Shoulder,2360.15625,2320.46728515625,,,-80063.04242098234,,-1.0,-1.0,,,Double Top,-35.53540039062458,2395.6916503906264,LH
2023-01-06,2332.09716796875,2351.757080078125,2324.39013671875,2341.557861328125,2333.3154296875,3174798,2363.848388671875,2311.191162109375,,2341.557861328125,2320.46728515625,,,-7392.88351923145,Ascending Triangle,-1.0,1.0,,,,-4.153564453124649,2332.927978515626,
2023-01-09,2349.31103515625,2401.645263671875,2347.51123046875,2396.845458984375,2388.408447265625,5361376,2401.645263671875,2311.191162109375,,2396.845458984375,2320.46728515625,,52808.04728156344,,Ascending Triangle,1.0,1.0,Wedge Up,Channel Up,,21.090576171875068,2257.1955566406245,
2023-01-10,2405.337158203125,2405.337158203125,2349.957275390625,2361.40234375,2353.090087890625,4023571,2405.337158203125,2324.39013671875,Inverse Head and Shoulder,2396.845458984375,2341.557861328125,,132676.67015647926,,,1.0,1.0,Wedge Up,Channel Up,Double Bottom,55.28759765625016,2120.4074707031227,HL
2023-01-11,2355.956787109375,2361.033203125,2326.974365234375,2331.6357421875,2323.428466796875,5754776,2405.337158203125,2326.974365234375,,2396.845458984375,2331.6357421875,,,-80066.37325978174,,-1.0,-1.0,,,,-35.44311523437455,2574.061035156246,
2023-01-12,2330.435791015625,2337.49658203125,2275.194091796875,2281.285888671875,2273.255615234375,8844386,2405.337158203125,2275.194091796875,,2361.40234375,2281.285888671875,,,-65366.12614512372,,-1.0,-1.0,,,,-29.766601562499687,2540.0019531249973,
2023-01-13,2269.102294921875,2282.48583984375,2247.135009765625,2277.593994140625,2269.576904296875,10309291,2361.033203125,2247.135009765625,Head and Shoulder,2331.6357421875,2277.593994140625,,,-111992.4392562494,,-1.0,-1.0,,,Double Top,-50.34985351562436,2684.0847167968705,LH
